"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","243","Verify that the max number of results is honored by webapp's code search servlet when it is webapp's default value of 1000. 174 - When searching codes with query, ""P"", and maxNumResults of 1000, 1000 or less results should be returned while searching event attribute: Inpatient - HCPCS Procedure Code Position 11","","Fri Mar 06 13:37:35 GMT 2026","passed","Fri Mar 06 13:37:35 GMT 2026","","Verify that the maximum number of results is honored when sending a request to search codes.","com.aetion.konohanasakuya.integration.component.webapp.codesearch.MaximumNumberOfResultsIntegrationTest","testMaximumResultsHonoredWhenWebappDefaults"
"","219","Verify that we can select a cost index from api/cost-index/{indexName} with HTTP GET. Verify that we can download the raw inflation data from CUUR0000SEMF01_1708903608209.json","","Fri Mar 06 13:37:28 GMT 2026","passed","Fri Mar 06 13:37:28 GMT 2026","","AEP Gateway - Cost Index Controller Integration Test","com.aetion.konohanasakuya.integration.component.client.aepgateway.CostIndexControllerIntegrationTest","testGetCostIndex"
"","207","Verify that the max number of results is honored by webapp's code search servlet when it is webapp's default value of 1000. 135 - When searching codes with query, ""P"", and maxNumResults of 1000, 1000 or less results should be returned while searching event attribute: Outpatient - HCPCS Procedure Code Position 42","","Fri Mar 06 13:37:32 GMT 2026","passed","Fri Mar 06 13:37:33 GMT 2026","","Verify that the maximum number of results is honored when sending a request to search codes.","com.aetion.konohanasakuya.integration.component.webapp.codesearch.MaximumNumberOfResultsIntegrationTest","testMaximumResultsHonoredWhenWebappDefaults"
"","111","Verify that authentication-service's readiness endpoint is showing that the service is ready for testing.","","Fri Mar 06 13:32:16 GMT 2026","passed","Fri Mar 06 13:32:16 GMT 2026","","Verify that all service's readiness endpoints are showing that the service is healthy.","com.aetion.konohanasakuya.integration.sanity.ReadinessTests","verifyAuthenticationServiceReadiness"
"","184","Verify that we can select a cost index from api/cost-index/{indexName} with HTTP GET. Verify that we can download the raw inflation data from CUUR0000SEMF01_1717200318271.json","","Fri Mar 06 13:37:29 GMT 2026","passed","Fri Mar 06 13:37:29 GMT 2026","","AEP Gateway - Cost Index Controller Integration Test","com.aetion.konohanasakuya.integration.component.client.aepgateway.CostIndexControllerIntegrationTest","testGetCostIndex"
"","197","Verify that we can get a global permission by ID.","","Fri Mar 06 13:37:00 GMT 2026","passed","Fri Mar 06 13:37:00 GMT 2026","","Authorization Service - Read-Only Global Permissions Integration Test","com.aetion.konohanasakuya.integration.component.shared.authorization.admin.permissions.AdminPermissionsRestTemplateAdaptorIntegrationTest","testGetGlobalPermissionsById"
"","228","Verify that updateFolder() is accessible from the api/v2/folder/update/{folderType}/{folderId} endpoint. With the MEASURE endpoint, verify that we can update a folders name.","","Fri Mar 06 13:37:17 GMT 2026","passed","Fri Mar 06 13:37:17 GMT 2026","","Verify that we can create new folders in a project.","com.aetion.konohanasakuya.integration.component.client.projects.UpdateFolderIntegrationTest","testUpdateFolder"
"","257","Verify that we can select a cost index from api/cost-index/{indexName} with HTTP GET. Verify that we can download the raw inflation data from CUUR0000SEMF01_1716595540246.json","","Fri Mar 06 13:37:29 GMT 2026","passed","Fri Mar 06 13:37:30 GMT 2026","","AEP Gateway - Cost Index Controller Integration Test","com.aetion.konohanasakuya.integration.component.client.aepgateway.CostIndexControllerIntegrationTest","testGetCostIndex"
"","543","Verify that we can select a cost index from api/cost-index/{indexName} with HTTP GET. Verify that we can download the raw inflation data from CUUR0000SAM2_1741392327226.json","","Fri Mar 06 13:37:13 GMT 2026","passed","Fri Mar 06 13:37:14 GMT 2026","","AEP Gateway - Cost Index Controller Integration Test","com.aetion.konohanasakuya.integration.component.client.aepgateway.CostIndexControllerIntegrationTest","testGetCostIndex"
"When webapp starts up, it'll send a request to /api/v1/patient-datasets/latest-datasets?instanceId={instanceId}
to get a list of all the currently installed datasets in that instance. This only returns datasets that are active
and associated with that instance id in the patient_dataset_instances table.

For each patient dataset in that list, it'll have an associated entry in the datasets table with the guid
being mapped to the patient_dataset's schema_guid if that dataset is the active revision in that instance.
For each patient dataset without an entry in that table matching the schema_guid, this means that the dataset
is technically installed in that instance, but it is not active.

If there are any issues with webapp starting up and being able to parse a dataset's information, then
webapp skips the dataset, logs the error, and moves on to the next dataset. The result is the datasets
being loaded into the schema cache on startup. Subsequent calls to the schema controller will use the
schema cache.

The exception to datasets that are in scope for this check are deprecated datasets. They will appear
to be installed to the instance still from schema-service, but due to their files no longer existing in the
runtime directory, these datasets will not be loaded into the schema cache when webapp starts up.

In order to detect if the dataset has been loaded correctly, this test will attempt to fetch the dataset's
DatasetInfoPair using the dataset id and the dataset_instance id. If the dataset is not loaded properly by
webapp, then the schema cache won't return anything and we will see an internal error thrown.

If this test fails, check webapp's startup logs. There will most likely be an exception thrown when
attempting to add a dataset to the schema cache loader.
","2","Verify that webapp is able to load all installed datasets into the schema cache. synpuf_default_2021071202 should be loaded successfully into the schema cache.","","Fri Mar 06 13:32:21 GMT 2026","passed","Fri Mar 06 13:32:21 GMT 2026","","Verify that webapp is able to load all datasets installed to the instance.","com.aetion.konohanasakuya.integration.sanity.SchemaCacheLoaderSanityTest","verifyWebappKnowsDatasetIsInstalled"
"","308","Verify that we can select a cost index from api/cost-index/{indexName} with HTTP GET. Verify that we can download the raw inflation data from CUUR0000SAM2_1729901118620.json","","Fri Mar 06 13:37:09 GMT 2026","passed","Fri Mar 06 13:37:10 GMT 2026","","AEP Gateway - Cost Index Controller Integration Test","com.aetion.konohanasakuya.integration.component.client.aepgateway.CostIndexControllerIntegrationTest","testGetCostIndex"
"","199","Verify that we can query ICD-9/10 diagnosis codes through webapp's code-search servlet. 2 - Search ICD-9/10 codes for event attribute: ICD-9 Diagnosis Code (Any Position)","","Fri Mar 06 13:37:03 GMT 2026","passed","Fri Mar 06 13:37:03 GMT 2026","","Verify that a user can query multiple codes separated with a delimiter through the code search modal.","com.aetion.konohanasakuya.integration.component.webapp.codesearch.SearchCodesWithDelimiterIntegrationTest","testSearchICD9DiagnosisCodes"
"","773","Leveraging the api/v1/patient-datasets/{id}/versions endpoint, verify we can get the versions DTO list for the dataset.","","Fri Mar 06 13:37:24 GMT 2026","passed","Fri Mar 06 13:37:25 GMT 2026","","Schema Service - Patient Dataset Controller","com.aetion.konohanasakuya.integration.component.shared.schema.PatientDatasetsControllerIntegrationTest","testGetPatientDatasetVersions"
"","3","Verify god mode has all permissions. 30 - Sanity check that God Mode has the Allow user to generate, view and use the results of a Descriptive Cohort (Patients) permission set to true","","Fri Mar 06 13:32:19 GMT 2026","passed","Fri Mar 06 13:32:19 GMT 2026","","Verify that god mode is enabled and assigned to the test user.","com.aetion.konohanasakuya.integration.sanity.GodModeSanityCheckIntegrationTest","testGodModeHasAllPermissions"
"","263","Verify that we can select a cost index from api/cost-index/{indexName} with HTTP GET. Verify that we can download the raw inflation data from CUUR0000SAM2_1768003513943.json","","Fri Mar 06 13:37:16 GMT 2026","passed","Fri Mar 06 13:37:17 GMT 2026","","AEP Gateway - Cost Index Controller Integration Test","com.aetion.konohanasakuya.integration.component.client.aepgateway.CostIndexControllerIntegrationTest","testGetCostIndex"
"","155","Verify that we can select a cost index from api/cost-index/{indexName} with HTTP GET. Verify that we can download the raw inflation data from CUUR0000SAM2_1709251231399.json","","Fri Mar 06 13:37:04 GMT 2026","passed","Fri Mar 06 13:37:05 GMT 2026","","AEP Gateway - Cost Index Controller Integration Test","com.aetion.konohanasakuya.integration.component.client.aepgateway.CostIndexControllerIntegrationTest","testGetCostIndex"
"","17","Verify that getDescendants is accessible from the api/v2/folder/descendants/{folderType}/{parentFolderId} endpoint with HTTP GET for project folders. With the v2 endpoint, verify that we can getDescendants for a 99 project folder.","","Fri Mar 06 13:37:31 GMT 2026","passed","Fri Mar 06 13:37:31 GMT 2026","","Projects Service - Folders Controller Read-Only Test","com.aetion.konohanasakuya.integration.component.client.projects.ReadOnlyFoldersControllerIntegrationTest","testGetDescendantsForProjectFolders"
"","306","Verify that god mode is assigned to us.","","Fri Mar 06 13:32:17 GMT 2026","passed","Fri Mar 06 13:32:17 GMT 2026","","Verify that god mode is enabled and assigned to the test user.","com.aetion.konohanasakuya.integration.sanity.GodModeSanityCheckIntegrationTest","testGodModeIsAssignedToUs"
"","271","Verify that we can query NDC generic name codes through webapp's code-search servlet while using a wildcard expression. 4 - Search NDC generic name codes using query with wildcard, ""AMO?ICILLIN"", with event attribute: Prescription Drug Events - Generic Name","","Fri Mar 06 13:37:14 GMT 2026","passed","Fri Mar 06 13:37:15 GMT 2026","","Test searching coding systems while using regular expressions through the advanced code search dialogue.","com.aetion.konohanasakuya.integration.component.webapp.codesearch.RegularExpressionSearchIntegrationTest","testSearchNDCGenericName"
"","3","Verify god mode has all permissions. 33 - Sanity check that God Mode has the Allow user to generate, view and use the results of a Comparative Cohort permission set to true","","Fri Mar 06 13:32:19 GMT 2026","passed","Fri Mar 06 13:32:19 GMT 2026","","Verify that god mode is enabled and assigned to the test user.","com.aetion.konohanasakuya.integration.sanity.GodModeSanityCheckIntegrationTest","testGodModeHasAllPermissions"
"","213","Verify that we can select a cost index from api/cost-index/{indexName} with HTTP GET. Verify that we can download the raw inflation data from CUUR0000SEMF01_1727481893063.json","","Fri Mar 06 13:37:31 GMT 2026","passed","Fri Mar 06 13:37:31 GMT 2026","","AEP Gateway - Cost Index Controller Integration Test","com.aetion.konohanasakuya.integration.component.client.aepgateway.CostIndexControllerIntegrationTest","testGetCostIndex"
"","85","Verify getFolderTreeWithAllChildren is accessible from the api/v2/folder/child_folders/{folderType}/{folderId} endpoint. With the v2 endpoint, verify that we can getFolderTreeWithAllChildren","","Fri Mar 06 13:37:31 GMT 2026","passed","Fri Mar 06 13:37:31 GMT 2026","","Projects Service - Folders Controller Read-Only Test","com.aetion.konohanasakuya.integration.component.client.projects.ReadOnlyFoldersControllerIntegrationTest","testGetFolderTreeWithAllChildren"
"","388","Verify that createFolder is accessible from the api/v2/folder/{folderType}/{folderId} endpoint with HTTP POST. With the v2 endpoint, verify that we can create a REPORT folder in the library.","","Fri Mar 06 13:37:10 GMT 2026","passed","Fri Mar 06 13:37:11 GMT 2026","","Verify that we can create new folders in the library.","com.aetion.konohanasakuya.integration.component.client.projects.CreateLibraryFoldersIntegrationTest","testCreateFolder"
"","296","Verify that the max number of results is honored by webapp's code search servlet when it is set to 1. 148 - When searching codes with query, ""*"", and maxNumResults of 1, exactly one result should be returned while searching event attribute: ICD-9 Diagnosis Code Position 9","","Fri Mar 06 13:37:40 GMT 2026","passed","Fri Mar 06 13:37:41 GMT 2026","","Verify that the maximum number of results is honored when sending a request to search codes.","com.aetion.konohanasakuya.integration.component.webapp.codesearch.MaximumNumberOfResultsIntegrationTest","testMaximumNumberOfResultsHonoredWhenLow"
"","78","Verify getFolderTree is accessible from the api/v2/folder/{folderType}/{folderId} endpoint with HTTP GET With the v2 endpoint, verify that we can getFolderTree() for a EXTENSION folder in the library.","","Fri Mar 06 13:37:27 GMT 2026","passed","Fri Mar 06 13:37:27 GMT 2026","","Projects Service - Folders Controller Read-Only Test","com.aetion.konohanasakuya.integration.component.client.projects.ReadOnlyFoldersControllerIntegrationTest","testGetFolderTreeInLibrary"
"","167","Verify that webapp's code-search fails gracefully when codes are unmatched. 5 - Search a failing, unmatched query using event attribute: Outpatient - Primary ICD-9 Diagnosis Code","","Fri Mar 06 13:37:03 GMT 2026","passed","Fri Mar 06 13:37:03 GMT 2026","","Negative test cases for the code search dialogue.","com.aetion.konohanasakuya.integration.component.webapp.codesearch.CodeSearchDialogNegativeIntegrationTest","testUnmatchedQuery"
"","345","Verify that the max number of results is honored by webapp's code search servlet when it is webapp's default value of 1000. 164 - When searching codes with query, ""P"", and maxNumResults of 1000, 1000 or less results should be returned while searching event attribute: Inpatient - Primary HCPCS Procedure Code","","Fri Mar 06 13:37:34 GMT 2026","passed","Fri Mar 06 13:37:35 GMT 2026","","Verify that the maximum number of results is honored when sending a request to search codes.","com.aetion.konohanasakuya.integration.component.webapp.codesearch.MaximumNumberOfResultsIntegrationTest","testMaximumResultsHonoredWhenWebappDefaults"
"","164","Verify that we can select a cost index from api/cost-index/{indexName} with HTTP GET. Verify that we can download the raw inflation data from CUUR0000SEMF01_1722643529742.json","","Fri Mar 06 13:37:30 GMT 2026","passed","Fri Mar 06 13:37:30 GMT 2026","","AEP Gateway - Cost Index Controller Integration Test","com.aetion.konohanasakuya.integration.component.client.aepgateway.CostIndexControllerIntegrationTest","testGetCostIndex"
"","210","Verify that the max number of results is honored by webapp's code search servlet when it is set to 1. 164 - When searching codes with query, ""*"", and maxNumResults of 1, exactly one result should be returned while searching event attribute: Primary HCPCS Procedure Code","","Fri Mar 06 13:37:41 GMT 2026","passed","Fri Mar 06 13:37:41 GMT 2026","","Verify that the maximum number of results is honored when sending a request to search codes.","com.aetion.konohanasakuya.integration.component.webapp.codesearch.MaximumNumberOfResultsIntegrationTest","testMaximumNumberOfResultsHonoredWhenLow"
"","116","Leveraging the api/v1/patient-datasets endpoint, verify we can list patient datasets and they shall return in the default order of their updatedAt field descending.","","Fri Mar 06 13:37:26 GMT 2026","passed","Fri Mar 06 13:37:26 GMT 2026","","Schema Service - Patient Dataset Controller","com.aetion.konohanasakuya.integration.component.shared.schema.PatientDatasetsControllerIntegrationTest","testListPatientDatasetsDefaultSortOrder"
"","68","Verify we can list all project roles.","","Fri Mar 06 13:37:21 GMT 2026","passed","Fri Mar 06 13:37:21 GMT 2026","","Authorization Service - Project Permissions Admin Controller","com.aetion.konohanasakuya.integration.component.shared.authorization.admin.permissions.ProjectPermissionsAdminControllerIntegrationTest","getProjectRoles"
"","191","Verify that table-pop-server's readiness endpoint is showing that the service is ready for testing.","","Fri Mar 06 13:32:18 GMT 2026","passed","Fri Mar 06 13:32:18 GMT 2026","","Verify that all service's readiness endpoints are showing that the service is healthy.","com.aetion.konohanasakuya.integration.sanity.ReadinessTests","verifyTablePopServerReadiness"
"","698","Leveraging the api/v1/patient-datasets endpoint, verify we can list patient datasets while providing directional sort order arguments. Verify that calling listPatientDatasets() with the ordering as asc updatedAt will return the list sorted accordingly.","","Fri Mar 06 13:37:25 GMT 2026","passed","Fri Mar 06 13:37:25 GMT 2026","","Schema Service - Patient Dataset Controller","com.aetion.konohanasakuya.integration.component.shared.schema.PatientDatasetsControllerIntegrationTest","testListPatientDatasetsWithSortOrderPermutations"
"","318","Verify that we can query HCPC codes through webapp's code-search servlet while using a wildcard expression. 7 - Search HCPC codes using query with wildcard, ""0*541"", with event attribute: Outpatient - Primary HCPCS Procedure Code","","Fri Mar 06 13:37:04 GMT 2026","passed","Fri Mar 06 13:37:04 GMT 2026","","Test searching coding systems while using regular expressions through the advanced code search dialogue.","com.aetion.konohanasakuya.integration.component.webapp.codesearch.RegularExpressionSearchIntegrationTest","testSearchHCPCCodes"
"","3","Verify god mode has all permissions. 36 - Sanity check that God Mode has the Allow user to create execute and view results of Descriptive Analysis  permission set to true","","Fri Mar 06 13:32:19 GMT 2026","passed","Fri Mar 06 13:32:19 GMT 2026","","Verify that god mode is enabled and assigned to the test user.","com.aetion.konohanasakuya.integration.sanity.GodModeSanityCheckIntegrationTest","testGodModeHasAllPermissions"
"","194","Verify that the max number of results is honored by webapp's code search servlet when it is webapp's default value of 1000. 129 - When searching codes with query, ""P"", and maxNumResults of 1000, 1000 or less results should be returned while searching event attribute: Outpatient - HCPCS Procedure Code Position 36","","Fri Mar 06 13:37:33 GMT 2026","passed","Fri Mar 06 13:37:33 GMT 2026","","Verify that the maximum number of results is honored when sending a request to search codes.","com.aetion.konohanasakuya.integration.component.webapp.codesearch.MaximumNumberOfResultsIntegrationTest","testMaximumResultsHonoredWhenWebappDefaults"
"","204","Verify that the max number of results is honored by webapp's code search servlet when it is webapp's default value of 1000. 103 - When searching codes with query, ""P"", and maxNumResults of 1000, 1000 or less results should be returned while searching event attribute: Outpatient - HCPCS Procedure Code Position 10","","Fri Mar 06 13:37:30 GMT 2026","passed","Fri Mar 06 13:37:30 GMT 2026","","Verify that the maximum number of results is honored when sending a request to search codes.","com.aetion.konohanasakuya.integration.component.webapp.codesearch.MaximumNumberOfResultsIntegrationTest","testMaximumResultsHonoredWhenWebappDefaults"
"","2","testAllServicesUrlsArePresentInTheConfigMap(String, Integer) Sanity check the config maps entry for a valid url for {0}","","Fri Mar 06 13:32:15 GMT 2026","passed","Fri Mar 06 13:32:15 GMT 2026","","Verify that the config map contains all necessary values for a KubernetesAepConfigurationSource to be instantiated.","com.aetion.konohanasakuya.integration.sanity.K8sAepConfigurationSourceSourceConfigMapTest","testAllServicesUrlsArePresentInTheConfigMap"
"","211","Verify that we can select a cost index from api/cost-index/{indexName} with HTTP GET. Verify that we can download the raw inflation data from CUUR0000SEMF01_1719233795080.json","","Fri Mar 06 13:37:30 GMT 2026","passed","Fri Mar 06 13:37:30 GMT 2026","","AEP Gateway - Cost Index Controller Integration Test","com.aetion.konohanasakuya.integration.component.client.aepgateway.CostIndexControllerIntegrationTest","testGetCostIndex"
"","219","Verify that we can select a cost index from api/cost-index/{indexName} with HTTP GET. Verify that we can download the raw inflation data from CUUR0000SAM2_1706745645334.json","","Fri Mar 06 13:37:03 GMT 2026","passed","Fri Mar 06 13:37:03 GMT 2026","","AEP Gateway - Cost Index Controller Integration Test","com.aetion.konohanasakuya.integration.component.client.aepgateway.CostIndexControllerIntegrationTest","testGetCostIndex"
"","211","Verify that the max number of results is honored by webapp's code search servlet when it is set to 1. 19 - When searching codes with query, ""*"", and maxNumResults of 1, exactly one result should be returned while searching event attribute: ICD-9 Diagnosis Code Position 4","","Fri Mar 06 13:37:28 GMT 2026","passed","Fri Mar 06 13:37:28 GMT 2026","","Verify that the maximum number of results is honored when sending a request to search codes.","com.aetion.konohanasakuya.integration.component.webapp.codesearch.MaximumNumberOfResultsIntegrationTest","testMaximumNumberOfResultsHonoredWhenLow"
"","295","Verify that mac-service's readiness endpoint is showing that the service is ready for testing.","","Fri Mar 06 13:32:17 GMT 2026","passed","Fri Mar 06 13:32:17 GMT 2026","","Verify that all service's readiness endpoints are showing that the service is healthy.","com.aetion.konohanasakuya.integration.sanity.ReadinessTests","verifyMacServiceReadiness"
"","85","Verify getTopNFolderTree is accessible from the api/v2/folder/paginated/{folderType}/{folderId} endpoint. With the v2 endpoint, verify that we can exercise getTopNFolderTree with a ANALYSIS folder.","","Fri Mar 06 13:37:16 GMT 2026","passed","Fri Mar 06 13:37:16 GMT 2026","","Projects Service - Folders Controller Read-Only Test","com.aetion.konohanasakuya.integration.component.client.projects.ReadOnlyFoldersControllerIntegrationTest","testGetTopNFolderTree"
"","3","Verify god mode has all permissions. 48 - Sanity check that God Mode has the Allow user to create execute and view results of Adherence Impact Analysis (beta) Analysis permission set to true","","Fri Mar 06 13:32:19 GMT 2026","passed","Fri Mar 06 13:32:19 GMT 2026","","Verify that god mode is enabled and assigned to the test user.","com.aetion.konohanasakuya.integration.sanity.GodModeSanityCheckIntegrationTest","testGodModeHasAllPermissions"
"","172","Verify that we can select a cost index from api/cost-index/{indexName} with HTTP GET. Verify that we can download the raw inflation data from CUUR0000SEMF01_1764979472712.json","","Fri Mar 06 13:37:32 GMT 2026","passed","Fri Mar 06 13:37:32 GMT 2026","","AEP Gateway - Cost Index Controller Integration Test","com.aetion.konohanasakuya.integration.component.client.aepgateway.CostIndexControllerIntegrationTest","testGetCostIndex"
"","265","Verify that we can select a cost index from api/cost-index/{indexName} with HTTP GET. Verify that we can download the raw inflation data from CUUR0000SEMF01_1705276809522.json","","Fri Mar 06 13:37:29 GMT 2026","passed","Fri Mar 06 13:37:29 GMT 2026","","AEP Gateway - Cost Index Controller Integration Test","com.aetion.konohanasakuya.integration.component.client.aepgateway.CostIndexControllerIntegrationTest","testGetCostIndex"
"When webapp starts up, it'll send a request to /api/v1/patient-datasets/latest-datasets?instanceId={instanceId}
to get a list of all the currently installed datasets in that instance. This only returns datasets that are active
and associated with that instance id in the patient_dataset_instances table.

For each patient dataset in that list, it'll have an associated entry in the datasets table with the guid
being mapped to the patient_dataset's schema_guid if that dataset is the active revision in that instance.
For each patient dataset without an entry in that table matching the schema_guid, this means that the dataset
is technically installed in that instance, but it is not active.

If there are any issues with webapp starting up and being able to parse a dataset's information, then
webapp skips the dataset, logs the error, and moves on to the next dataset. The result is the datasets
being loaded into the schema cache on startup. Subsequent calls to the schema controller will use the
schema cache.

The exception to datasets that are in scope for this check are deprecated datasets. They will appear
to be installed to the instance still from schema-service, but due to their files no longer existing in the
runtime directory, these datasets will not be loaded into the schema cache when webapp starts up.

In order to detect if the dataset has been loaded correctly, this test will attempt to fetch the dataset's
DatasetInfoPair using the dataset id and the dataset_instance id. If the dataset is not loaded properly by
webapp, then the schema cache won't return anything and we will see an internal error thrown.

If this test fails, check webapp's startup logs. There will most likely be an exception thrown when
attempting to add a dataset to the schema cache loader.
","71","Verify that webapp is able to load all installed datasets into the schema cache. synpuf_subset_default_20211018 should be loaded successfully into the schema cache.","","Fri Mar 06 13:32:20 GMT 2026","passed","Fri Mar 06 13:32:20 GMT 2026","","Verify that webapp is able to load all datasets installed to the instance.","com.aetion.konohanasakuya.integration.sanity.SchemaCacheLoaderSanityTest","verifyWebappKnowsDatasetIsInstalled"
"","281","Verify that aep-gateway's readiness endpoint is showing that the service is ready for testing.","","Fri Mar 06 13:32:18 GMT 2026","passed","Fri Mar 06 13:32:18 GMT 2026","","Verify that all service's readiness endpoints are showing that the service is healthy.","com.aetion.konohanasakuya.integration.sanity.ReadinessTests","verifyGatewayReadiness"
"","308","Verify that the max number of results is honored by webapp's code search servlet when it is set to 1. 61 - When searching codes with query, ""*"", and maxNumResults of 1, exactly one result should be returned while searching event attribute: Provider Physician – National Provider Identifier Number 11","","Fri Mar 06 13:37:36 GMT 2026","passed","Fri Mar 06 13:37:36 GMT 2026","","Verify that the maximum number of results is honored when sending a request to search codes.","com.aetion.konohanasakuya.integration.component.webapp.codesearch.MaximumNumberOfResultsIntegrationTest","testMaximumNumberOfResultsHonoredWhenLow"
"","116","Verify that authorization-service's readiness endpoint is showing that the service is ready for testing.","","Fri Mar 06 13:32:18 GMT 2026","passed","Fri Mar 06 13:32:18 GMT 2026","","Verify that all service's readiness endpoints are showing that the service is healthy.","com.aetion.konohanasakuya.integration.sanity.ReadinessTests","verifyAuthorizationServiceReadiness"
"","168","Verify that the max number of results is honored by webapp's code search servlet when it is set to 1. 27 - When searching codes with query, ""*"", and maxNumResults of 1, exactly one result should be returned while searching event attribute: Line ICD-9 Diagnosis Code Position 3","","Fri Mar 06 13:37:30 GMT 2026","passed","Fri Mar 06 13:37:30 GMT 2026","","Verify that the maximum number of results is honored when sending a request to search codes.","com.aetion.konohanasakuya.integration.component.webapp.codesearch.MaximumNumberOfResultsIntegrationTest","testMaximumNumberOfResultsHonoredWhenLow"
"","224","Verify that we can select a cost index from api/cost-index/{indexName} with HTTP GET. Verify that we can download the raw inflation data from CUUR0000SEMF01_1739577889081.json","","Fri Mar 06 13:37:31 GMT 2026","passed","Fri Mar 06 13:37:31 GMT 2026","","AEP Gateway - Cost Index Controller Integration Test","com.aetion.konohanasakuya.integration.component.client.aepgateway.CostIndexControllerIntegrationTest","testGetCostIndex"
