"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","216","Verify that the max number of results is honored by webapp's code search servlet when it is webapp's default value of 1000. 136 - When searching codes with query, ""P"", and maxNumResults of 1000, 1000 or less results should be returned while searching event attribute: Outpatient - HCPCS Procedure Code Position 43","","Tue Feb 24 18:28:48 GMT 2026","passed","Tue Feb 24 18:28:48 GMT 2026","","Verify that the maximum number of results is honored when sending a request to search codes.","com.aetion.konohanasakuya.integration.component.webapp.codesearch.MaximumNumberOfResultsIntegrationTest","testMaximumResultsHonoredWhenWebappDefaults"
"","290","Verify that the max number of results is honored by webapp's code search servlet when it is set to 1. 216 - When searching codes with query, ""*"", and maxNumResults of 1, exactly one result should be returned while searching event attribute: ICD-9 Diagnosis Code Position 7","","Tue Feb 24 18:28:52 GMT 2026","passed","Tue Feb 24 18:28:52 GMT 2026","","Verify that the maximum number of results is honored when sending a request to search codes.","com.aetion.konohanasakuya.integration.component.webapp.codesearch.MaximumNumberOfResultsIntegrationTest","testMaximumNumberOfResultsHonoredWhenLow"
"Sanity check that the library folder tables are all queryable.","680","Sanity check that the library folder tables are all queryable. 9 : Sanity check the COHORT_JOB library folder table is queryable.","","Tue Feb 24 18:24:28 GMT 2026","passed","Tue Feb 24 18:24:28 GMT 2026","","Verify that the folders' tables have been seeded correctly.","com.aetion.konohanasakuya.integration.sanity.LibraryFoldersSanityCheckIntegrationTest","sanityCheckLibraryFolders"
"","681","Verify that the max number of results is honored by webapp's code search servlet when it is set to 1. 30 - When searching codes with query, ""*"", and maxNumResults of 1, exactly one result should be returned while searching event attribute: Line ICD-9 Diagnosis Code Position 6","","Tue Feb 24 18:28:35 GMT 2026","passed","Tue Feb 24 18:28:36 GMT 2026","","Verify that the maximum number of results is honored when sending a request to search codes.","com.aetion.konohanasakuya.integration.component.webapp.codesearch.MaximumNumberOfResultsIntegrationTest","testMaximumNumberOfResultsHonoredWhenLow"
"","282","Verify that we can select a cost index from api/cost-index/{indexName} with HTTP GET. Verify that we can download the raw inflation data from CUUR0000SAM_1704885886421.json","","Tue Feb 24 18:28:22 GMT 2026","passed","Tue Feb 24 18:28:22 GMT 2026","","AEP Gateway - Cost Index Controller Integration Test","com.aetion.konohanasakuya.integration.component.client.aepgateway.CostIndexControllerIntegrationTest","testGetCostIndex"
"","541","Verify that the max number of results is honored by webapp's code search servlet when it is set to 1. 5 - When searching codes with query, ""*"", and maxNumResults of 1, exactly one result should be returned while searching event attribute: HCPCS Procedure Code Position 4","","Tue Feb 24 18:28:34 GMT 2026","passed","Tue Feb 24 18:28:35 GMT 2026","","Verify that the maximum number of results is honored when sending a request to search codes.","com.aetion.konohanasakuya.integration.component.webapp.codesearch.MaximumNumberOfResultsIntegrationTest","testMaximumNumberOfResultsHonoredWhenLow"
"","921","Leveraging the /section, verify we can create a section.","","Tue Feb 24 18:28:18 GMT 2026","passed","Tue Feb 24 18:28:19 GMT 2026","","Study Output Service - Section Controller Integration Tests","com.aetion.konohanasakuya.integration.component.client.studyoutput.StudyOutputServiceSectionControllerIntegrationTest","testCreateNewSection"
"","203","Verify that we can query ICD-9/10 procedure codes through webapp's code-search servlet while using a wildcard expression. 14 - Search ICD-9/10 procedure codes using query with wildcard, ""24*"" with event attribute: Outpatient - ICD-9 Diagnosis Code Position 5","","Tue Feb 24 18:28:02 GMT 2026","passed","Tue Feb 24 18:28:02 GMT 2026","","Test searching coding systems while using regular expressions through the advanced code search dialogue.","com.aetion.konohanasakuya.integration.component.webapp.codesearch.RegularExpressionSearchIntegrationTest","testSearchIcd9ProcedureCodesWithWildcard"
"","185","Verify that we can query ICD-9/10 diagnosis codes through webapp's code-search servlet while using a wildcard expression. 1 - Search ICD-9/10 diagnosis codes using query with wildcard, ""?0.0"" using event attribute: Outpatient - Primary ICD-9 Procedure Code","","Tue Feb 24 18:28:28 GMT 2026","passed","Tue Feb 24 18:28:28 GMT 2026","","Test searching coding systems while using regular expressions through the advanced code search dialogue.","com.aetion.konohanasakuya.integration.component.webapp.codesearch.RegularExpressionSearchIntegrationTest","testSearchIcd9DiagnosisCodesWithWildcard"
"","643","Verify that we can query NDC brand name codes through webapp's code-search servlet while using a wildcard expression. 4 - Search NDC brand name codes using query with wildcard, ""ADV?L"", with event attribute: Prescription Drug Events - Brand Name","","Tue Feb 24 18:28:26 GMT 2026","passed","Tue Feb 24 18:28:26 GMT 2026","","Test searching coding systems while using regular expressions through the advanced code search dialogue.","com.aetion.konohanasakuya.integration.component.webapp.codesearch.RegularExpressionSearchIntegrationTest","testWildcardSearchNDCBrandName"
"","241","Verify that the max number of results is honored by webapp's code search servlet when it is set to 1. 227 - When searching codes with query, ""*"", and maxNumResults of 1, exactly one result should be returned while searching event attribute: Operating Physician – National Provider Identifier Number","","Tue Feb 24 18:28:53 GMT 2026","passed","Tue Feb 24 18:28:53 GMT 2026","","Verify that the maximum number of results is honored when sending a request to search codes.","com.aetion.konohanasakuya.integration.component.webapp.codesearch.MaximumNumberOfResultsIntegrationTest","testMaximumNumberOfResultsHonoredWhenLow"
"","292","Verify that the max number of results is honored by webapp's code search servlet when it is set to 1. 229 - When searching codes with query, ""*"", and maxNumResults of 1, exactly one result should be returned while searching event attribute: Provider Institution","","Tue Feb 24 18:28:53 GMT 2026","passed","Tue Feb 24 18:28:53 GMT 2026","","Verify that the maximum number of results is honored when sending a request to search codes.","com.aetion.konohanasakuya.integration.component.webapp.codesearch.MaximumNumberOfResultsIntegrationTest","testMaximumNumberOfResultsHonoredWhenLow"
"","69","Verify that the payload returned from authentication's /config matches the values from the configuration source.","","Tue Feb 24 18:24:13 GMT 2026","passed","Tue Feb 24 18:24:13 GMT 2026","","Verify that the config map contains all necessary values for a KubernetesAepConfigurationSource to be instantiated.","com.aetion.konohanasakuya.integration.sanity.K8sAepConfigurationSourceSourceConfigMapTest","testGetConfig"
"Sanity check that the library folder tables are all queryable.","150","Sanity check that the library folder tables are all queryable. 6 : Sanity check the BOARD library folder table is queryable.","","Tue Feb 24 18:24:28 GMT 2026","passed","Tue Feb 24 18:24:28 GMT 2026","","Verify that the folders' tables have been seeded correctly.","com.aetion.konohanasakuya.integration.sanity.LibraryFoldersSanityCheckIntegrationTest","sanityCheckLibraryFolders"
"","281","Verify that the max number of results is honored by webapp's code search servlet when it is set to 1. 136 - When searching codes with query, ""*"", and maxNumResults of 1, exactly one result should be returned while searching event attribute: HCPCS Procedure Code Position 43","","Tue Feb 24 18:28:49 GMT 2026","passed","Tue Feb 24 18:28:49 GMT 2026","","Verify that the maximum number of results is honored when sending a request to search codes.","com.aetion.konohanasakuya.integration.component.webapp.codesearch.MaximumNumberOfResultsIntegrationTest","testMaximumNumberOfResultsHonoredWhenLow"
"","154","Verify that we can select a cost index from api/cost-index/{indexName} with HTTP GET. Verify that we can download the raw inflation data from CUUR0000SEMF01_1719619533417.json","","Tue Feb 24 18:28:33 GMT 2026","passed","Tue Feb 24 18:28:33 GMT 2026","","AEP Gateway - Cost Index Controller Integration Test","com.aetion.konohanasakuya.integration.component.client.aepgateway.CostIndexControllerIntegrationTest","testGetCostIndex"
"","198","Verify that we can select a cost index from api/cost-index/{indexName} with HTTP GET. Verify that we can download the raw inflation data from CUUR0000SEMF01_1728880720563.json","","Tue Feb 24 18:28:34 GMT 2026","passed","Tue Feb 24 18:28:34 GMT 2026","","AEP Gateway - Cost Index Controller Integration Test","com.aetion.konohanasakuya.integration.component.client.aepgateway.CostIndexControllerIntegrationTest","testGetCostIndex"
"Given that the previous step has completed successfully, this step will verify the following scenarios:
1. Standalone measures will not show component measures chained to them.
2. Event Set measures that have the date range params as the function of the other measure will successfully
show that they are chained together.

The measure that the dependent measure is ""chained"" to will show up in the dependent measure's children list.
All fields in each MeasureSummaryDTO is expected to be populated with all fields.
","660","Verify that aep-gateway will show chained component measures by calling /ui/gateway/measures/chain/{id} with HTTP GET 1 - Verify that we can show chained measures for ""Any ICD-9 Diagnosis before 2020""","","Tue Feb 24 18:28:04 GMT 2026","passed","Tue Feb 24 18:28:05 GMT 2026","","AEP Gateway - Measure Chaining Integration Test","com.aetion.konohanasakuya.integration.component.client.aepgateway.MeasureChainingIntegrationTest","testMeasureChainingWhenMeasureByItself"
"","1192","Verify that the max number of results is honored by webapp's code search servlet when it is set to 1. 83 - When searching codes with query, ""*"", and maxNumResults of 1, exactly one result should be returned while searching event attribute: Strength","","Tue Feb 24 18:28:46 GMT 2026","passed","Tue Feb 24 18:28:47 GMT 2026","","Verify that the maximum number of results is honored when sending a request to search codes.","com.aetion.konohanasakuya.integration.component.webapp.codesearch.MaximumNumberOfResultsIntegrationTest","testMaximumNumberOfResultsHonoredWhenLow"
"","46","Verify that getDescendants is accessible from the api/v2/folder/descendants/{folderType}/{parentFolderId} endpoint with HTTP GET for project folders. With the v2 endpoint, verify that we can getDescendants for a 43 project folder.","","Tue Feb 24 18:28:28 GMT 2026","passed","Tue Feb 24 18:28:28 GMT 2026","","Projects Service - Folders Controller Read-Only Test","com.aetion.konohanasakuya.integration.component.client.projects.ReadOnlyFoldersControllerIntegrationTest","testGetDescendantsForProjectFolders"
"","142","Verify that the max number of results is honored by webapp's code search servlet when it is webapp's default value of 1000. 151 - When searching codes with query, ""P"", and maxNumResults of 1000, 1000 or less results should be returned while searching event attribute: Outpatient - Primary ICD-9 Procedure Code","","Tue Feb 24 18:28:51 GMT 2026","passed","Tue Feb 24 18:28:51 GMT 2026","","Verify that the maximum number of results is honored when sending a request to search codes.","com.aetion.konohanasakuya.integration.component.webapp.codesearch.MaximumNumberOfResultsIntegrationTest","testMaximumResultsHonoredWhenWebappDefaults"
"","170","Verify that we can select a cost index from api/cost-index/{indexName} with HTTP GET. Verify that we can download the raw inflation data from CUUR0000SAM_1749859566382.json","","Tue Feb 24 18:28:31 GMT 2026","passed","Tue Feb 24 18:28:31 GMT 2026","","AEP Gateway - Cost Index Controller Integration Test","com.aetion.konohanasakuya.integration.component.client.aepgateway.CostIndexControllerIntegrationTest","testGetCostIndex"
"","214","Verify that the max number of results is honored by webapp's code search servlet when it is webapp's default value of 1000. 119 - When searching codes with query, ""P"", and maxNumResults of 1000, 1000 or less results should be returned while searching event attribute: Outpatient - HCPCS Procedure Code Position 26","","Tue Feb 24 18:28:45 GMT 2026","passed","Tue Feb 24 18:28:45 GMT 2026","","Verify that the maximum number of results is honored when sending a request to search codes.","com.aetion.konohanasakuya.integration.component.webapp.codesearch.MaximumNumberOfResultsIntegrationTest","testMaximumResultsHonoredWhenWebappDefaults"
"","462","Verify that the max number of results is honored by webapp's code search servlet when it is webapp's default value of 1000. 47 - When searching codes with query, ""A"", and maxNumResults of 1000, 1000 or less results should be returned while searching event attribute: Carrier Claims - Line Processing Indicator Code 10","","Tue Feb 24 18:28:22 GMT 2026","passed","Tue Feb 24 18:28:22 GMT 2026","","Verify that the maximum number of results is honored when sending a request to search codes.","com.aetion.konohanasakuya.integration.component.webapp.codesearch.MaximumNumberOfResultsIntegrationTest","testMaximumResultsHonoredWhenWebappDefaults"
"","238","Verify that we can select a cost index from api/cost-index/{indexName} with HTTP GET. Verify that we can download the raw inflation data from CUUR0000SAM2_1765584323117.json","","Tue Feb 24 18:28:19 GMT 2026","passed","Tue Feb 24 18:28:19 GMT 2026","","AEP Gateway - Cost Index Controller Integration Test","com.aetion.konohanasakuya.integration.component.client.aepgateway.CostIndexControllerIntegrationTest","testGetCostIndex"
"","83","Verify god mode has all permissions. 33 - Sanity check that God Mode has the Allow user to generate, view and use the results of a Comparative Cohort permission set to true","","Tue Feb 24 18:24:16 GMT 2026","passed","Tue Feb 24 18:24:16 GMT 2026","","Verify that god mode is enabled and assigned to the test user.","com.aetion.konohanasakuya.integration.sanity.GodModeSanityCheckIntegrationTest","testGodModeHasAllPermissions"
"","341","Verify that the max number of results is honored by webapp's code search servlet when it is webapp's default value of 1000. 186 - When searching codes with query, ""P"", and maxNumResults of 1000, 1000 or less results should be returned while searching event attribute: Inpatient - HCPCS Procedure Code Position 23","","Tue Feb 24 18:28:53 GMT 2026","passed","Tue Feb 24 18:28:54 GMT 2026","","Verify that the maximum number of results is honored when sending a request to search codes.","com.aetion.konohanasakuya.integration.component.webapp.codesearch.MaximumNumberOfResultsIntegrationTest","testMaximumResultsHonoredWhenWebappDefaults"
"","196","Verify that we can select a cost index from api/cost-index/{indexName} with HTTP GET. Verify that we can download the raw inflation data from CUUR0000SEMF01_1746835540739.json","","Tue Feb 24 18:28:34 GMT 2026","passed","Tue Feb 24 18:28:35 GMT 2026","","AEP Gateway - Cost Index Controller Integration Test","com.aetion.konohanasakuya.integration.component.client.aepgateway.CostIndexControllerIntegrationTest","testGetCostIndex"
"","252","Verify that webapp's code-search fails gracefully when codes are unmatched. 3 - Search a failing, unmatched query using event attribute: Inpatient - Primary ICD-9 Procedure Code","","Tue Feb 24 18:28:01 GMT 2026","passed","Tue Feb 24 18:28:01 GMT 2026","","Negative test cases for the code search dialogue.","com.aetion.konohanasakuya.integration.component.webapp.codesearch.CodeSearchDialogNegativeIntegrationTest","testUnmatchedQuery"
"","200","Verify that deleteFolder is accessible from the api/v2/folder/{folderType}/{id} endpoint with HTTP DELETE. With the v2 endpoint, verify that we can delete a DATA_VIEW_DRAFT folder.","","Tue Feb 24 18:28:11 GMT 2026","passed","Tue Feb 24 18:28:11 GMT 2026","","Verify we can delete folders in the project and in the library","com.aetion.konohanasakuya.integration.component.client.projects.DeleteFolderIntegrationTest","testDeleteFolder"
"","121","Verify that the max number of results is honored by webapp's code search servlet when it is set to 1. 49 - When searching codes with query, ""*"", and maxNumResults of 1, exactly one result should be returned while searching event attribute: Line Processing Indicator Code 12","","Tue Feb 24 18:28:39 GMT 2026","passed","Tue Feb 24 18:28:39 GMT 2026","","Verify that the maximum number of results is honored when sending a request to search codes.","com.aetion.konohanasakuya.integration.component.webapp.codesearch.MaximumNumberOfResultsIntegrationTest","testMaximumNumberOfResultsHonoredWhenLow"
"","3","Verify god mode has all permissions. 68 - Sanity check that God Mode has the Substantiate access locked permission set to false","","Tue Feb 24 18:24:17 GMT 2026","passed","Tue Feb 24 18:24:17 GMT 2026","","Verify that god mode is enabled and assigned to the test user.","com.aetion.konohanasakuya.integration.sanity.GodModeSanityCheckIntegrationTest","testGodModeHasAllPermissions"
"","674","Verify that the max number of results is honored by webapp's code search servlet when it is set to 1. 158 - When searching codes with query, ""*"", and maxNumResults of 1, exactly one result should be returned while searching event attribute: Other Physician – National Provider Identifier Number","","Tue Feb 24 18:28:50 GMT 2026","passed","Tue Feb 24 18:28:50 GMT 2026","","Verify that the maximum number of results is honored when sending a request to search codes.","com.aetion.konohanasakuya.integration.component.webapp.codesearch.MaximumNumberOfResultsIntegrationTest","testMaximumNumberOfResultsHonoredWhenLow"
"","186","Verify that updateFolder() is accessible from the api/v2/folder/update/{folderType}/{folderId} endpoint. With the MEASURE endpoint, verify that we can update a folders name.","","Tue Feb 24 18:28:16 GMT 2026","passed","Tue Feb 24 18:28:16 GMT 2026","","Verify that we can create new folders in a project.","com.aetion.konohanasakuya.integration.component.client.projects.UpdateFolderIntegrationTest","testUpdateFolder"
"If this test fails, this means that the measure library has duplicate root folders. This will essentially
brick the entire instance. The SQL selectors to get the root library folder rely on a single result.
That root library folder is how projects-service is able to navigate through the whole website.
Gateway relies on projects-service to be able to make this call. The database should immediately
be investigated if this test fails.
","1679","Verify that each library root folder is singleton. 5 - There should be exactly 1 row in job_library_folders that is named ""Cohort Library"".","","Tue Feb 24 18:24:19 GMT 2026","passed","Tue Feb 24 18:24:21 GMT 2026","","Verify the database has been set up correctly.","com.aetion.konohanasakuya.integration.sanity.DatabaseSanityChecks","testAnalysisLibraryFolderIsSingleton"
"","160","Verify that the max number of results is honored by webapp's code search servlet when it is set to 1. 148 - When searching codes with query, ""*"", and maxNumResults of 1, exactly one result should be returned while searching event attribute: ICD-9 Diagnosis Code Position 9","","Tue Feb 24 18:28:49 GMT 2026","passed","Tue Feb 24 18:28:49 GMT 2026","","Verify that the maximum number of results is honored when sending a request to search codes.","com.aetion.konohanasakuya.integration.component.webapp.codesearch.MaximumNumberOfResultsIntegrationTest","testMaximumNumberOfResultsHonoredWhenLow"
"","203","Verify that we can query HCPC codes through webapp's code-search servlet. 1 - Search HCPC codes in event attribute: HCPCS Procedure Code (Any Position)","","Tue Feb 24 18:28:02 GMT 2026","passed","Tue Feb 24 18:28:03 GMT 2026","","Verify that a user can search coding systems through the code search modal.","com.aetion.konohanasakuya.integration.component.webapp.codesearch.SearchCodesIntegrationTest","testSearchHCPCCodes"
"","115","Verify that the GlobalPermissionsV2Client's getGlobalPermissions() function works for the V2 endpoint.","","Tue Feb 24 18:27:58 GMT 2026","passed","Tue Feb 24 18:27:59 GMT 2026","","Authorization Service - Global Permissions Controller Integration Tests","com.aetion.konohanasakuya.integration.component.shared.authorization.permissions.GlobalPermissionsControllerIntegrationTest","getGlobalPermissions"
"When webapp starts up, it'll send a request to /api/v1/patient-datasets/latest-datasets?instanceId={instanceId}
to get a list of all the currently installed datasets in that instance. This only returns datasets that are active
and associated with that instance id in the patient_dataset_instances table.

For each patient dataset in that list, it'll have an associated entry in the datasets table with the guid
being mapped to the patient_dataset's schema_guid if that dataset is the active revision in that instance.
For each patient dataset without an entry in that table matching the schema_guid, this means that the dataset
is technically installed in that instance, but it is not active.

If there are any issues with webapp starting up and being able to parse a dataset's information, then
webapp skips the dataset, logs the error, and moves on to the next dataset. The result is the datasets
being loaded into the schema cache on startup. Subsequent calls to the schema controller will use the
schema cache.

The exception to datasets that are in scope for this check are deprecated datasets. They will appear
to be installed to the instance still from schema-service, but due to their files no longer existing in the
runtime directory, these datasets will not be loaded into the schema cache when webapp starts up.

In order to detect if the dataset has been loaded correctly, this test will attempt to fetch the dataset's
DatasetInfoPair using the dataset id and the dataset_instance id. If the dataset is not loaded properly by
webapp, then the schema cache won't return anything and we will see an internal error thrown.

If this test fails, check webapp's startup logs. There will most likely be an exception thrown when
attempting to add a dataset to the schema cache loader.
","2","Verify that webapp is able to load all installed datasets into the schema cache. synpuf_tiny_subset_default_20220720 should be loaded successfully into the schema cache.","","Tue Feb 24 18:24:18 GMT 2026","passed","Tue Feb 24 18:24:18 GMT 2026","","Verify that webapp is able to load all datasets installed to the instance.","com.aetion.konohanasakuya.integration.sanity.SchemaCacheLoaderSanityTest","verifyWebappKnowsDatasetIsInstalled"
"","175","Verify that we can select a cost index from api/cost-index/{indexName} with HTTP GET. Verify that we can download the raw inflation data from CUUR0000SAM2_1717805208063.json","","Tue Feb 24 18:28:04 GMT 2026","passed","Tue Feb 24 18:28:05 GMT 2026","","AEP Gateway - Cost Index Controller Integration Test","com.aetion.konohanasakuya.integration.component.client.aepgateway.CostIndexControllerIntegrationTest","testGetCostIndex"
"","228","Verify that the max number of results is honored by webapp's code search servlet when it is webapp's default value of 1000. 114 - When searching codes with query, ""P"", and maxNumResults of 1000, 1000 or less results should be returned while searching event attribute: Outpatient - HCPCS Procedure Code Position 21","","Tue Feb 24 18:28:45 GMT 2026","passed","Tue Feb 24 18:28:45 GMT 2026","","Verify that the maximum number of results is honored when sending a request to search codes.","com.aetion.konohanasakuya.integration.component.webapp.codesearch.MaximumNumberOfResultsIntegrationTest","testMaximumResultsHonoredWhenWebappDefaults"
"","157","Verify that the max number of results is honored by webapp's code search servlet when it is set to 1. 97 - When searching codes with query, ""*"", and maxNumResults of 1, exactly one result should be returned while searching event attribute: HCPCS Procedure Code Position 4","","Tue Feb 24 18:28:47 GMT 2026","passed","Tue Feb 24 18:28:47 GMT 2026","","Verify that the maximum number of results is honored when sending a request to search codes.","com.aetion.konohanasakuya.integration.component.webapp.codesearch.MaximumNumberOfResultsIntegrationTest","testMaximumNumberOfResultsHonoredWhenLow"
